Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,2019,Kharif     ,Tripura,12485,17757,2252.8,2144423.6,4619.45,1.42
Maize,2019,Rabi       ,Tripura,2150,5217,2252.8,369284,795.5,2.41875
Maize,2019,Kharif     ,Uttar Pradesh,665264,1641286,814.5,114265744.6,246147.68,2.039466667
Maize,2019,Rabi       ,Uttar Pradesh,14992,42414,814.5,2575025.92,5547.04,2.745813953
Maize,2019,Summer     ,Uttar Pradesh,48817,120432,814.5,8384807.92,18062.29,2.467962963
Maize,2019,Kharif     ,Uttarakhand,21193,40823,1378.9,3640109.68,7841.41,1.706923077
Maize,2019,Summer     ,Uttarakhand,362,491,1378.9,62177.12,133.94,1.7
Maize,2019,Autumn     ,West Bengal,50026,170292,1733.4,8592465.76,18509.62,3.178333333
Maize,2019,Rabi       ,West Bengal,171547,1284319,1733.4,29464912.72,63472.39,4.138235294
Maize,2019,Summer     ,West Bengal,140811,992934,1733.4,24185697.36,52100.07,3.916666667
Maize,2020,Kharif     ,Uttarakhand,19697,41108,1313.947826,3813536.17,7287.89,1.973076923
Maize,2020,Summer     ,Uttarakhand,198,430,1313.947826,38334.78,73.26,2.125
Maize,1997,Kharif     ,Haryana,26000,50000,661.2,2474420,8060,1.9725
Maize,1997,Kharif     ,Nagaland,30000,30000,1398.5,2855100,9300,0.998571429
Maize,1998,Kharif     ,Delhi,165,132,784.5,16302,47.85,0.8
Maize,1999,Kharif     ,Andhra Pradesh,360070,1091197,650.4,38214229.1,97218.9,2.909090909
Maize,1999,Rabi       ,Andhra Pradesh,91938,381497,650.4,9757379.94,24823.26,4.394761905
Maize,1999,Kharif     ,Delhi,58,42,365.9,6155.54,15.66,0.72
Maize,1999,Kharif     ,Jammu and Kashmir,317324,471210,667.1,33677596.12,85677.48,1.288333333
Maize,2000,Kharif     ,Delhi,55,90,544.3,5399.35,14.3,1.64
Maize,2000,Kharif     ,Jammu and Kashmir,330208,525800,989.5,32416519.36,85854.08,1.490833333
Maize,2001,Kharif     ,Delhi,53,95,611.9,5412.89,13.78,1.79
Maize,2001,Kharif     ,Jammu and Kashmir,326476,538070,953.8,33342993.88,84883.76,1.493333333
Maize,2002,Kharif     ,Delhi,94,228,593.6,8898.98,23.5,2.43
Maize,2002,Kharif     ,Jammu and Kashmir,329465,465090,933.2,31190451.55,82366.25,1.3475
Maize,2002,Kharif     ,Uttar Pradesh,755265,836410,664,71500937.55,188816.25,1.069565217
Maize,2002,Rabi       ,Uttar Pradesh,19933,22064,664,1887057.11,4983.25,1.100689655
Maize,2003,Kharif     ,Himachal Pradesh,298467,729571,1112.6,29542263.66,71632.08,2.503333333
Maize,2003,Kharif     ,Jammu and Kashmir,321189,532620,1430.3,31791287.22,77085.36,1.561666667
Maize,2004,Kharif     ,Himachal Pradesh,297887,636294,939.2,32273077.58,62556.27,2.1625
Maize,2004,Kharif     ,Jammu and Kashmir,322699,492270,1032.1,34961209.66,67766.79,1.44
Maize,2004,Autumn     ,Odisha,58692,94954,1290.4,6358691.28,12325.32,1.0572
Maize,2004,Summer     ,Odisha,2071,4226,1290.4,224372.14,434.91,1.267727273
Maize,2004,Winter     ,Odisha,1575,3107,1290.4,170635.5,330.75,1.461538462
Maize,2004,Kharif     ,Uttar Pradesh,841751,1294882,704,91195303.34,176767.71,1.431142857
Maize,2004,Rabi       ,Uttar Pradesh,4156,19263,704,450261.04,872.76,4.646785714
Maize,2005,Kharif     ,Jammu and Kashmir,320924,453450,1721.8,38485206.08,67394.04,1.325833333
Maize,2005,Kharif     ,Uttar Pradesh,810306,1040607,751.9,97171895.52,170164.26,1.291940299
Maize,2006,Kharif     ,Jammu and Kashmir,323598,486900,1786.5,41326700.58,71191.56,1.449166667
Maize,2007,Kharif     ,Delhi,69,126,677.5,9204.6,11.04,1.83
Maize,2007,Kharif     ,Jammu and Kashmir,302441,474484,1042.2,40345629.4,48390.56,1.377
Maize,2008,Kharif     ,Delhi,54,99,614.6,7724.16,4.86,1.83
Maize,2009,Kharif     ,Delhi,48,1054,528.4,7479.36,8.16,21.96
Maize,2009,Kharif     ,Jammu and Kashmir,311022,486988,751.7,48463448.04,52873.74,1.507
Maize,2010,Kharif     ,Delhi,40,878,989.5,6644.4,9.6,21.95
Maize,2011,Kharif     ,Delhi,38,843,641.3954545,6365.76,12.54,22.18
Maize,2011,Kharif     ,Jammu and Kashmir,314034,504995,887.6,52606975.68,103631.22,1.4925
Maize,2012,Kharif     ,Delhi,37,828,451.9,5579.6,11.47,22.38
Maize,2012,Kharif     ,Jammu and Kashmir,310909,512296,1116.7,46885077.2,96381.79,1.407
Maize,2013,Kharif     ,Delhi,37,828,706.8,5346.13,9.99,22.38
Maize,2014,Kharif     ,Delhi,35,783,416.4,5283.6,11.55,22.37
Maize,2014,Kharif     ,Jammu and Kashmir,297496,359960,1278.4,44909996.16,98173.68,1.048421053
Maize,2015,Kharif     ,Delhi,34,174,757.7,5368.94,11.22,5.12
Maize,2015,Kharif     ,Jammu and Kashmir,293858,523609,1572.6,46403116.78,96973.14,1.5905
Maize,2016,Kharif     ,Delhi,34,174,747.1,5210.5,11.9,5.12
Maize,2016,Kharif     ,Jammu and Kashmir,295174,541120,902.8,45235415.5,103310.9,1.6325
Maize,2017,Kharif     ,Delhi,36,174,533.7,5667.84,13.68,4.83
Maize,2017,Kharif     ,Jammu and Kashmir,302516,546169,1279.1,47628119.04,114956.08,1.534
Maize,2018,Kharif     ,Delhi,20,102,678.5,3244,7,5.1
Maize,2018,Kharif     ,Jammu and Kashmir,262353,574380,1016.3,42553656.6,91823.55,1.949
Maize,2019,Kharif     ,Delhi,20,102,546.9,3435.2,7.4,5.1
Maize,2019,Kharif     ,Jammu and Kashmir,268669,541451,1324.1,46146587.44,99407.53,1.8985
Maize,1997,Kharif     ,Manipur,6,23,2053.3,571.02,1.86,4.25
Maize,1998,Autumn     ,Manipur,2960,10090,1855,292448,858.4,2.84
Maize,1999,Kharif     ,Manipur,4340,10710,2092.7,460604.2,1171.8,2.254
Maize,2000,Kharif     ,Manipur,4670,10860,1969.7,458453.9,1214.2,2.55
Maize,2001,Kharif     ,Manipur,5060,10090,2013.1,516777.8,1315.6,2.0125
Maize,2002,Kharif     ,Manipur,3540,8270,1743.7,335131.8,885,2.2
Maize,2004,Kharif     ,Manipur,3220,8900,1613.3,348854.8,676.2,2.5225
Maize,2005,Kharif     ,Manipur,2850,7940,1585.4,341772,598.5,2.56
Maize,2006,Kharif     ,Manipur,3340,8270,1533.561905,426551.4,734.8,2.48
Maize,2007,Kharif     ,Manipur,2960,8450,1435.7,394864,473.6,2.8025
Maize,1997,Kharif     ,Sikkim,39393,55710,2804.1,3749031.81,12211.83,1.425
Maize,1997,Whole Year ,Sikkim,9580,7605,2804.1,911728.6,2969.8,0.7875
Maize,1998,Kharif     ,Sikkim,39463,53840,3183.8,3898944.4,11444.27,0.937142857
Maize,1999,Kharif     ,Sikkim,39093,52834,2678.5,4148940.09,10555.11,1.355
Maize,2000,Kharif     ,Sikkim,39903,59611,2504.8,3917277.51,10374.78,1.49
Maize,2001,Kharif     ,Sikkim,40110,57014,2372.5,4096434.3,10428.6,1.405
Maize,2001,Whole Year ,Sikkim,8000,4000,2372.5,817040,2080,0.5
Maize,2002,Kharif     ,Sikkim,36720,53210,2496.2,3476282.4,9180,1.415
Maize,2002,Whole Year ,Sikkim,6000,3000,2496.2,568020,1500,0.5
Maize,2003,Kharif     ,Sikkim,36700,57050,2838.1,3632566,8808,1.5375
Maize,2004,Kharif     ,Sikkim,36700,58280,1650.5,3976078,7707,1.635
Maize,2005,Kharif     ,Sikkim,25450,61100,2041.6,3051964,5344.5,5.21
Maize,2006,Kharif     ,Sikkim,40850,64890,2270.2,5216953.5,8987,1.605
Maize,2007,Kharif     ,Sikkim,39770,59120,2003.4,5305318,6363.2,1.415
Maize,2008,Kharif     ,Sikkim,39200,65740,2247.5,5607168,3528,1.8
Maize,2009,Kharif     ,Sikkim,39500,64690,2176.6,6154890,6715,1.5875
Maize,2010,Kharif     ,Sikkim,40170,276023,2527,6672638.7,9640.8,5.2675
Maize,2011,Kharif     ,Sikkim,39950,66210,2585.486364,6692424,13183.5,1.6125
Maize,2012,Kharif     ,Sikkim,39970,67950,3006.9,6027476,12390.7,1.66
Maize,2013,Kharif     ,Sikkim,39930,68825,2567.6,5769485.7,10781.1,1.685
Maize,2014,Kharif     ,Sikkim,39880,68890,2627,6020284.8,13160.4,1.69
Maize,2015,Kharif     ,Sikkim,38955,68310,2949.1,6151384.05,12855.15,1.72
Maize,2016,Kharif     ,Sikkim,38498,67992,2971.6,5899818.5,13474.3,1.73
Maize,2017,Kharif     ,Sikkim,38458,67968,2873.6,6054827.52,14614.04,1.7325
Maize,2018,Kharif     ,Sikkim,37778,66789,3350.1,6127591.6,13222.3,1.7325
Maize,2019,Kharif     ,Sikkim,38387,67908,2740,6593351.12,14203.19,1.735
Maize,1998,Kharif     ,Mizoram,8562,16347,2640.7,845925.6,2482.98,2.0175
Maize,1998,Rabi       ,Mizoram,119,242,2640.7,11757.2,34.51,1.74
Maize,1999,Kharif     ,Mizoram,5092,9512,2535.9,540413.96,1374.84,1.7675
Maize,1999,Rabi       ,Mizoram,185,190,2535.9,19634.05,49.95,1.15
Maize,1999,Kharif     ,Tripura,1250,1000,2147.4,132662.5,337.5,0.8025
Maize,2000,Kharif     ,Tripura,1580,1580,2437.5,155108.6,410.8,1
Maize,2001,Kharif     ,Tripura,2080,2080,2284.4,212430.4,540.8,0.99
Maize,2002,Kharif     ,Tripura,2305,2205,2579.8,218214.35,576.25,0.9525
Maize,2003,Kharif     ,Tripura,2240,2150,2487.9,221715.2,537.6,0.9575
Maize,2004,Kharif     ,Mizoram,9785,18257,2640.8,1060106.9,2054.85,2.14125
Maize,2004,Rabi       ,Mizoram,719,1530,2640.8,77896.46,150.99,2.61
Maize,2006,Kharif     ,Mizoram,10436,20219,2353,1332781.56,2295.92,1.885
Maize,2006,Rabi       ,Mizoram,339,750,2353,43293.69,74.58,2.106666667
Maize,2007,Kharif     ,Mizoram,7153,506,3095.2,954210.2,1144.48,0.12375
Maize,2007,Rabi       ,Mizoram,175,223,3095.2,23345,28,1.22
Maize,2008,Kharif     ,Mizoram,9173,8906,1912.1,1312105.92,825.57,0.9125
Maize,2008,Rabi       ,Mizoram,385,412,1912.1,55070.4,34.65,1.884
Maize,2009,Kharif     ,Mizoram,8310,11136,2086.3,1294864.2,1412.7,1.3625
Maize,2009,Rabi       ,Mizoram,241,374,2086.3,37552.62,40.97,1.61
Maize,1998,Kharif     ,Arunachal Pradesh,36244,47022,3616.7,3580907.2,10510.76,1.458461538
Maize,1999,Kharif     ,Arunachal Pradesh,35637,48328,2338.6,3782154.81,9621.99,1.516923077
Maize,2000,Kharif     ,Arunachal Pradesh,38429,52297,2157.7,3772574.93,9991.54,1.478461538
Maize,2001,Kharif     ,Arunachal Pradesh,38577,52511,2128.5,3939869.01,10030.02,1.455384615
Maize,2002,Kharif     ,Arunachal Pradesh,40548,55941,2832.8,3838679.16,10137,1.402
Maize,2003,Kharif     ,Arunachal Pradesh,38605,54510,2782.2,3821122.9,9265.2,1.446666667
Maize,2004,Kharif     ,Arunachal Pradesh,37800,54985,2939.5,4095252,7938,1.495
Maize,2005,Kharif     ,Arunachal Pradesh,41853,57898,2767,5019011.76,8789.13,1.4125
Maize,2006,Kharif     ,Arunachal Pradesh,46281,63524,1940,5910546.51,10181.82,1.439375
Maize,2007,Kharif     ,Arunachal Pradesh,42736,57430,3223.9,5700982.4,6837.76,1.4625
Maize,2008,Kharif     ,Arunachal Pradesh,42897,58830,2244.4,6135986.88,3860.73,1.459375
Maize,2009,Kharif     ,Arunachal Pradesh,43630,60144,1701.9,6798426.6,7417.1,1.47875
Maize,2010,Kharif     ,Arunachal Pradesh,45061,64714,2574.1,7485082.71,10814.64,1.515625
Maize,2011,Kharif     ,Arunachal Pradesh,46500,68500,2193.7,7789680,15345,1.554375
Maize,2012,Kharif     ,Arunachal Pradesh,47486,68192,2760.7,7160888.8,14720.66,1.5375
Maize,2013,Kharif     ,Arunachal Pradesh,47018,68978,2042.9,6793630.82,12694.86,1.607647059
Maize,2014,Kharif     ,Arunachal Pradesh,48000,75000,2403.2,7246080,15840,1.752941176
Maize,2015,Kharif     ,Arunachal Pradesh,48800,75226,2593.2,7706008,16104,1.687
Maize,1997,Kharif     ,Arunachal Pradesh,34504,50025,2274.9,3283745.68,10696.24,1.686923077
Maize,1998,Autumn     ,Odisha,50230,65866,1357.1,4962724,14566.7,0.838846154
Maize,1998,Summer     ,Odisha,276,240,1357.1,27268.8,80.04,0.94125
Maize,1998,Winter     ,Odisha,417,247,1357.1,41199.6,120.93,0.717142857
Maize,2005,Autumn     ,Odisha,56216,85608,1503.4,6741422.72,11805.36,0.9388
Maize,2005,Summer     ,Odisha,1585,3455,1503.4,190073.2,332.85,1.497142857
Maize,2005,Winter     ,Odisha,5786,12841,1503.4,693857.12,1215.06,1.32
Maize,2006,Autumn     ,Odisha,53460,82868,1716.9,6827376.6,11761.2,0.964583333
Maize,2006,Summer     ,Odisha,1916,4497,1716.9,244692.36,421.52,1.6265
Maize,2006,Winter     ,Odisha,5894,15471,1716.9,752722.74,1296.68,1.662857143
Maize,2007,Autumn     ,Odisha,64690,122879,1633.8,8629646,10350.4,1.096923077
Maize,2007,Summer     ,Odisha,2874,6495,1633.8,383391.6,459.84,1.383043478
Maize,2007,Winter     ,Odisha,6505,17797,1633.8,867767,1040.8,1.561333333
Maize,2008,Autumn     ,Odisha,64461,128056,1539,9220501.44,5801.49,1.1028
Maize,2008,Summer     ,Odisha,2249,5960,1539,321696.96,202.41,1.528888889
Maize,2008,Winter     ,Odisha,307,676,1539,43913.28,27.63,1.625333333
Maize,2009,Autumn     ,Odisha,78682,169659,1330.3,12260229.24,13375.94,1.0184
Maize,2009,Summer     ,Odisha,2265,5048,1330.3,352932.3,385.05,1.505217391
Maize,2009,Winter     ,Odisha,211,302,1330.3,32878.02,35.87,1.5675
Maize,2010,Autumn     ,Odisha,111982,284745,1291.9,18601330.02,26875.68,1.3952
Maize,2010,Summer     ,Odisha,4454,12540,1291.9,739853.94,1068.96,1.8296
Maize,2010,Winter     ,Odisha,740,1529,1291.9,122921.4,177.6,1.978666667
Maize,2011,Autumn     ,Odisha,98714,202050,1346.2,16536569.28,32575.62,1.3072
Maize,2011,Summer     ,Odisha,3971,9914,1346.2,665221.92,1310.43,2.039130435
Maize,2011,Winter     ,Odisha,177,227,1346.2,29651.04,58.41,1.776153846
Maize,2012,Autumn     ,Odisha,90572,216990,1430.2,13658257.6,28077.32,1.4536
Maize,2012,Summer     ,Odisha,3578,10000,1430.2,539562.4,1109.18,1.860909091
Maize,2012,Winter     ,Odisha,331,483,1430.2,49914.8,102.61,2.008461538
Maize,2013,Autumn     ,Odisha,91261,252778,1632.4,13186301.89,24640.47,1.566666667
Maize,2013,Summer     ,Odisha,3591,10430,1632.4,518863.59,969.57,1.905454545
Maize,2013,Winter     ,Odisha,278,420,1632.4,40168.22,75.06,1.802222222
Maize,2014,Autumn     ,Odisha,89218,181982,1536.9,13468349.28,29441.94,1.46875
Maize,2014,Summer     ,Odisha,2266,5918,1536.9,342075.36,747.78,2.085
Maize,2014,Winter     ,Odisha,180,302,1536.9,27172.8,59.4,2.656363636
Maize,2015,Autumn     ,Odisha,52843,103999,1210.1,8344438.13,17438.19,1.629130435
Maize,2015,Summer     ,Odisha,2489,6521,1210.1,393037.99,821.37,1.936111111
Maize,2015,Winter     ,Odisha,255,458,1210.1,40267.05,84.15,2.528
Maize,2016,Autumn     ,Odisha,68457,195388,1460.5,10491035.25,23959.95,1.746521739
Maize,2016,Summer     ,Odisha,2589,7542,1460.5,396764.25,906.15,1.770769231
Maize,2016,Winter     ,Odisha,1344,1736,1460.5,205968,470.4,1.541818182
Maize,2017,Autumn     ,Odisha,44436,111619,1344.4,6996003.84,16885.68,1.745714286
Maize,2017,Summer     ,Odisha,2132,5803,1344.4,335662.08,810.16,2.552857143
Maize,2017,Winter     ,Odisha,374,527,1344.4,58882.56,142.12,2.14625
Maize,2018,Autumn     ,Odisha,49126,113342,1635.9,7968237.2,17194.1,1.665652174
Maize,2018,Summer     ,Odisha,2855,7452,1635.9,463081,999.25,2.334615385
Maize,2018,Winter     ,Odisha,67,164,1635.9,10867.4,23.45,2.231
Maize,1998,Kharif     ,Nagaland,30000,37000,1498,2964000,8700,1.225714286
Maize,1997,Kharif     ,Jammu and Kashmir,310883,440900,1356.2,29586735.11,96373.73,1.285
Rice,1997,Autumn     ,Assam,607358,398311,2051.4,57802260.86,188280.98,0.780869565
Rice,1997,Summer     ,Assam,174974,209623,2051.4,16652275.58,54241.94,1.060434783
Rice,1997,Winter     ,Assam,1743321,1647296,2051.4,165911859.6,540429.51,0.941304348
Rice,1997,Kharif     ,Karnataka,1031530,2340493,1266.7,98170710.1,319774.3,2.2335
Rice,1997,Rabi       ,Karnataka,53889,109350,1266.7,5128616.13,16705.59,2.073846154
Rice,1997,Summer     ,Karnataka,268044,762759,1266.7,25509747.48,83093.64,2.829444444
Rice,1997,Kharif     ,Meghalaya,105170,150101,3818.2,10009028.9,32602.7,1.378571429
Rice,1997,Autumn     ,West Bengal,423121,751970,1852.9,40268425.57,131167.51,1.837222222
Rice,1997,Summer     ,West Bengal,1206829,3569520,1852.9,114853915.9,374116.99,2.843888889
Rice,1997,Winter     ,West Bengal,4270328,8915100,1852.9,406407115.8,1323801.68,1.985555556
Rice,1998,Kharif     ,Puducherry,4945,11518,1434.5875,488566,1434.05,2.46
Rice,1998,Rabi       ,Puducherry,13961,30220,1434.5875,1379346.8,4048.69,2.555
Rice,1998,Summer     ,Puducherry,5716,14863,1434.5875,564740.8,1657.64,2.55
Rice,1998,Autumn     ,Assam,594979,520605,2354.4,58783925.2,172543.91,1.055652174
Rice,1998,Summer     ,Assam,223913,446114,2354.4,22122604.4,64934.77,1.685217391
Rice,1998,Winter     ,Assam,1635230,2288114,2354.4,161560724,474216.7,1.395652174
Rice,1998,Kharif     ,Goa,41000,104249,2964.9,4050800,11890,2.54
Rice,1998,Rabi       ,Goa,15439,46925,2964.9,1525373.2,4477.31,3.04
Rice,1998,Kharif     ,Karnataka,1079193,2599170,1260.8,106624268.4,312965.97,2.310740741
Rice,1998,Rabi       ,Karnataka,51782,106072,1260.8,5116061.6,15016.78,2.054285714
Rice,1998,Summer     ,Karnataka,295830,951569,1260.8,29228004,85790.7,2.99375
Rice,1998,Autumn     ,Kerala,120217,235849,3151.5,11877439.6,34862.93,1.856923077
Rice,1998,Summer     ,Kerala,57700,144872,3151.5,5700760,16733,2.116153846
Rice,1998,Winter     ,Kerala,174714,346022,3151.5,17261743.2,50667.06,1.937142857
Rice,1998,Kharif     ,Meghalaya,105402,149742,6552.7,10413717.6,30566.58,1.51
Rice,1998,Autumn     ,West Bengal,425002,740688,2152.5,41990197.6,123250.58,1.751111111
Rice,1998,Summer     ,West Bengal,1450473,4921984,2152.5,143306732.4,420637.17,3.22
Rice,1998,Winter     ,West Bengal,4028620,7653780,2152.5,398027656,1168299.8,1.781666667
Rice,1999,Autumn     ,Assam,557220,514156,2201.8,59137758.6,150449.4,1.094782609
Rice,1999,Summer     ,Assam,294654,653783,2201.8,31271629.02,79556.58,1.990434783
Rice,1999,Winter     ,Assam,1793994,2692709,2201.8,190396583.2,484378.38,1.501304348
Rice,1999,Kharif     ,Goa,40500,96281,3879.3,4298265,10935,2.38
Rice,1999,Rabi       ,Goa,16213,43642,3879.3,1720685.69,4377.51,2.69
Rice,1999,Autumn     ,Kerala,121525,252876,2914.6,12897448.25,32811.75,2.081538462
Rice,1999,Summer     ,Kerala,58021,144551,2914.6,6157768.73,15665.67,2.292857143
Rice,1999,Winter     ,Kerala,170228,373259,2914.6,18066297.64,45961.56,2.097142857
Rice,1999,Kharif     ,Meghalaya,102482,156887,6200.3,10876414.66,27670.14,1.605714286
Rice,1999,Rabi       ,Meghalaya,3929,13846,6200.3,416984.77,1060.83,1.755714286
Rice,1999,Kharif     ,Puducherry,25444,59433,1434.5875,2700371.72,6869.88,2.61
Rice,1999,Autumn     ,West Bengal,427155,827970,2318.1,45333960.15,115331.85,1.868888889
Rice,1999,Summer     ,West Bengal,1474338,4468400,2318.1,156471491.9,398071.26,2.897222222
Rice,1999,Winter     ,West Bengal,4248946,8463310,2318.1,450940639,1147215.42,1.906666667
Rice,2000,Kharif     ,Andhra Pradesh,3003673,8233806,935.6,294870578.4,780954.98,2.7
Rice,2000,Rabi       ,Andhra Pradesh,1239053,4224208,935.6,121637833,322153.78,2.939090909
Rice,2000,Autumn     ,Assam,539665,557764,1965.5,52978913.05,140312.9,1.197826087
Rice,2000,Summer     ,Assam,329255,681027,1965.5,32322963.35,85606.3,1.825217391
Rice,2000,Winter     ,Assam,1777257,2759652,1965.5,174473319.7,462086.82,1.581304348
Rice,2000,Kharif     ,Goa,41000,96568,3886.9,4024970,10660,2.36
Rice,2000,Rabi       ,Goa,16207,45555,3886.9,1591041.19,4213.82,2.81
Rice,2000,Kharif     ,Karnataka,1120549,2792657,1213.3,110004295.3,291342.74,2.357407407
Rice,2000,Rabi       ,Karnataka,52005,106335,1213.3,5105330.85,13521.3,2.064615385
Rice,2000,Summer     ,Karnataka,310892,947744,1213.3,30520267.64,80831.92,2.751304348
Rice,2000,Autumn     ,Kerala,129752,260306,2412.6,12737753.84,33735.52,1.938461538
Rice,2000,Summer     ,Kerala,55258,154606,2412.6,5424677.86,14367.08,2.23
Rice,2000,Winter     ,Kerala,162445,336416,2412.6,15947225.65,42235.7,2.042857143
Rice,2000,Kharif     ,Meghalaya,102657,165907,6258.8,10077837.69,26690.82,1.681428571
Rice,2000,Rabi       ,Meghalaya,4003,13135,6258.8,392974.51,1040.78,1.744285714
Rice,2000,Kharif     ,Puducherry,42779,103606,1434.5875,4199614.43,11122.54,2.605
Rice,2000,Autumn     ,West Bengal,393944,683950,1907.7,38673482.48,102425.44,1.648333333
Rice,2000,Summer     ,West Bengal,1401841,4541328,1907.7,137618731,364478.66,3.021111111
Rice,2000,Winter     ,West Bengal,3639538,7202760,1907.7,357293445.5,946279.88,1.876111111
Rice,2001,Kharif     ,Andhra Pradesh,2426073,6500545,928.4,247774835.5,630778.98,2.627272727
Rice,2001,Rabi       ,Andhra Pradesh,1398674,4889246,928.4,142846575.6,363655.24,3.025909091
Rice,2001,Autumn     ,Assam,495698,487719,1824.7,50625636.74,128881.48,1.120434783
Rice,2001,Summer     ,Assam,325987,653036,1824.7,33293052.31,84756.62,1.806521739
Rice,2001,Winter     ,Assam,1714736,2713493,1824.7,175125987.7,445831.36,1.600434783
Rice,2001,Kharif     ,Goa,32746,79071,2530.6,3344348.98,8513.96,2.41
Rice,2001,Rabi       ,Goa,16637,47452,2530.6,1699136.81,4325.62,2.85
Rice,2001,Kharif     ,Karnataka,1087967,2393946,1002.9,111114069.7,282871.42,2.154814815
Rice,2001,Rabi       ,Karnataka,53480,99699,1002.9,5461912.4,13904.8,1.840714286
Rice,2001,Summer     ,Karnataka,276277,740400,1002.9,28216170.01,71832.02,2.4368
Rice,2001,Autumn     ,Kerala,116540,235838,2946.7,11902230.2,30300.4,1.886923077
Rice,2001,Summer     ,Kerala,43850,105032,2946.7,4478400.5,11401,2.151428571
Rice,2001,Winter     ,Kerala,161978,362634,2946.7,16542813.14,42114.28,2.153571429
Rice,2001,Kharif     ,Meghalaya,107761,188971,4241,11005630.93,28017.86,1.751428571
Rice,2001,Kharif     ,Puducherry,26263,66868,1434.5875,2682240.19,6828.38,2.415
Rice,2001,Autumn     ,West Bengal,353048,731778,1556.6,36056792.24,91792.48,2.094705882
Rice,2001,Summer     ,West Bengal,1366273,4166145,1556.6,139537461.5,355230.98,2.788823529
Rice,2001,Winter     ,West Bengal,3783766,8917625,1556.6,386436021.6,983779.16,2.235294118
Rice,2002,Kharif     ,Andhra Pradesh,2109301,5054013,648.1,199687525.7,527325.25,2.202727273
Rice,2002,Rabi       ,Andhra Pradesh,712766,2272773,648.1,67477557.22,178191.5,2.533636364
Rice,2002,Autumn     ,Assam,464497,444884,1973.6,43973930.99,116124.25,1.076521739
Rice,2002,Summer     ,Assam,327468,622358,1973.6,31001395.56,81867,1.794347826
Rice,2002,Winter     ,Assam,1748715,2670560,1973.6,165550849.1,437178.75,1.545652174
Rice,2002,Kharif     ,Goa,33728,90072,2516.3,3193029.76,8432,2.67
Rice,2002,Rabi       ,Goa,16441,44695,2516.3,1556469.47,4110.25,2.72
Rice,2002,Autumn     ,Kerala,112438,233217,2511.2,10644505.46,28109.5,2.130769231
Rice,2002,Summer     ,Kerala,41079,111850,2511.2,3888948.93,10269.75,2.212142857
Rice,2002,Winter     ,Kerala,157004,343792,2511.2,14863568.68,39251,2.123571429
Rice,2002,Kharif     ,Tamil Nadu,1516537,3577108,315.9,143570557.8,379134.25,2.884642857
Rice,2002,Autumn     ,West Bengal,384965,796652,1629.1,36444636.55,96241.25,2.092777778
Rice,2002,Summer     ,West Bengal,1406078,4198595,1629.1,133113404.3,351519.5,2.747777778
Rice,2002,Winter     ,West Bengal,4051084,9393991,1629.1,383516122.3,1012771,2.221666667
Rice,2003,Kharif     ,Andhra Pradesh,2108904,5841539,826,208739317.9,506136.96,2.670909091
Rice,2003,Rabi       ,Andhra Pradesh,865734,3111263,826,85690351.32,207776.16,2.729090909
Rice,2003,Autumn     ,Assam,441143,430374,2213.7,43664334.14,105874.32,1.118695652
Rice,2003,Summer     ,Assam,319480,573189,2213.7,31622130.4,76675.2,1.493913043
Rice,2003,Winter     ,Assam,1769203,2877371,2213.7,175115712.9,424608.72,1.618695652
Rice,2003,Kharif     ,Goa,35471,115996,3011.6,3510919.58,8513.04,3.27
Rice,2003,Rabi       ,Goa,17330,54665,3011.6,1715323.4,4159.2,3.15
Rice,2003,Kharif     ,Karnataka,944272,2100123,867.6,93464042.56,226625.28,2.133333333
Rice,2003,Rabi       ,Karnataka,54629,158046,867.6,5407178.42,13110.96,2.892
Rice,2003,Summer     ,Karnataka,74998,292230,867.6,7423302.04,17999.52,3.8768
Rice,2003,Autumn     ,Kerala,102770,220132,2386,10172174.6,24664.8,2.140769231
Rice,2003,Summer     ,Kerala,37186,83239,2386,3680670.28,8924.64,1.845
Rice,2003,Winter     ,Kerala,147384,266674,2386,14588068.32,35372.16,1.960714286
Rice,2003,Kharif     ,Meghalaya,109721,200703,3321.3,10860184.58,26333.04,1.798571429
Rice,2003,Kharif     ,Puducherry,25065,67003,1434.5875,2480933.7,6015.6,2.993333333
Rice,2003,Kharif     ,Tamil Nadu,1396651,3222776,345.6,138240516,335196.24,2.728214286
Rice,2003,Autumn     ,West Bengal,339753,719205,1526.7,33628751.94,81540.72,2.131666667
Rice,2003,Summer     ,West Bengal,1390148,4289454,1526.7,137596849,333635.52,2.879444444
Rice,2003,Winter     ,West Bengal,4126706,9653580,1526.7,408461359.9,990409.44,2.283333333
Rice,2004,Kharif     ,Karnataka,1055061,2627561,1117.7,114305308.7,221562.81,2.37
Rice,2004,Rabi       ,Karnataka,43861,144235,1117.7,4751900.74,9210.81,3.388666667
Rice,2004,Summer     ,Karnataka,209257,935326,1117.7,22670903.38,43943.97,4.251666667
Rice,2004,Autumn     ,Kerala,105349,241824,2880.2,11413510.66,22123.29,2.271538462
Rice,2004,Summer     ,Kerala,35732,89752,2880.2,3871204.88,7503.72,2.256923077
Rice,2004,Winter     ,Kerala,148893,335529,2880.2,16131067.62,31267.53,2.175714286
Rice,2004,Autumn     ,Meghalaya,32667,37766,4767.9,3539142.78,6860.07,1.492857143
